1:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
2:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
3:软件销售工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中油奥特科技有限公司        7000-11000
4:中国采招网        4001-6000
2374:软件测试工程师（应届生也可以）        北京测试空间科技发展有限公司        6001-8000
2375:软件开发部经理        安诺优达基因科技(北京)有限公司        20000-30000
2376:软件技术支持工程师（应届毕业生）        北京可维创业科技有限公司        6001-8000
2377:软件销售经理        北京可维创业科技有限公司        6000-12000
2378:软件测试工程师        北京华夏电通科技有限公司        8000-15000
2379:软件测试实习生        上海海徽<b>软件</b>科技有限公司        6001-8000
2380:软件客户代表        北京世纪兆元科技有限公司        10001-15000
2381:软件销售        挚友诚达科技(北京)有限公司        6001-8000
2382:软件工程师        北京汇金科技有限责任公司        9000-13000
2383:软件测试助理工程师        北京测试空间科技发展有限公司        6001-8000
2384:软件工程师        北京远大创新科技有限公司        8000-12000
2385:软件工程师        北京亚太宏图信息科技有限公司        6001-8000
2386:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
2387:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
2388:软件销售工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中油奥特科技有限公司        7000-11000
2389:中国采招网        4001-6000
2390:软件开发工程师        华睿泰科技(北京)有限公司        10000-20000
2391:软件)        北京诺明在线<b>软件</b>有限公司        10001-15000
2392:软件开发工程师        北京起鹏科技发展有限公司        15001-20000
2393:软件工程师        北京华开领航科技有限责任公司        15000-20000
2394:软件C++工程师        北京青果树<b>软件</b>有限公司        15001-20000
2395:软件测试培训生、测试工程师助理        北京飞马容心科技有限公司        6001-8000
2396:软件工程师        雷势万廷信息技术(北京)有限公司济南分公司        10001-15000
2397:软件工程师        北京华开领航科技有限责任公司        10000-15000
2398:软件开发工程师Java        北京万里红科技股份有限公司        6000-12000
2399:软件开发工程师        北京北变微电网技术有限公司        7000-9000
2400:软件初级工程师管住宿        运动科技(北京)有限公司        4001-6000
2401:软件测试工程师（自动化运维和测试方向）        北京万里红科技股份有限公司        6000-12000
2402:软件测试工程师        北京万里红科技股份有限公司        6000-12000
2403:软件内容编辑        戴耐德语言<b>软件</b>系统开发（北京）有限公司        6000-7000
2404:软件工程师        北京慧清科技有限公司        12000-20000
2405:软件配置管理员        北京北航天宇长鹰无人机科技有限公司        10000-20000
2406:软件工程师        北京优尔博特创新科技有限公司        15001-20000
2407:软件开发工程师        北京英迪致远科技有限责任公司        5000-7000
2408:软件开发工程师        北京天元特通科技有限公司        10001-15000
2409:软件开发工程师        北京得意音通技术有限责任公司        10001-15000
2410:软件销售        厦门安妮股份有限公司        8001-10000
2411:软件工程师        北京慧清科技有限公司        12000-20000
2412:软件工程师        北京华仪未来科技发展有限公司        10001-15000
2413:软件开发项目经理        北京店帮科技有限公司        10001-15000
2414:软件工程师        北京起鹏科技发展有限公司        10001-15000
2415:软件工程师        北京兆维科技开发有限公司        10000-20000
2416:软件测试工程师        北京万里红科技股份有限公司        5000-10000
2417:软件工程师        北京泰和利通科技有限公司        10000-20000
2418:软件工程师        北京医模科技股份有限公司        10001-15000
2419:软件项目经理        北京双旗世纪科技有限公司        15001-20000
2420:软件开发工程师        北京中瑞泰科技有限公司        8000-15000
2421:软件开发工程师        北京固鸿科技有限公司        10000-20000
2422:软件工程师/C++        北京瑞莱博石油技术有限公司        10001-15000
2423:软件销售顾问        北京智邦国际<b>软件</b>技术有限公司        6000-12000
2424:软件测试工程师        北京庚顿数据科技有限公司        8000-12000
2425:软件行业+底薪5k-8k+双休）        北京智邦国际<b>软件</b>技术有限公司        5000-10000
2426:软件开发工程师        北京万里红科技股份有限公司        6000-12000
2427:软件区域销售        北京华思维信息技术有限公司        5000-10000
2428:软件工程师        北京安怀信科技股份有限公司        10001-15000
2429:软件工程师        沈阳东软医疗系统有限公司        15001-20000
2430:软件工程师        北京星客合创信息科技研究院(有限合伙)        20001-30000
2431:软件工程师        北京华仪未来科技发展有限公司        10001-15000
2432:软件开发工程师        北京易驾佳信息科技有限公司        15000-20000
2433:软件工程师        北京辉大科技发展有限公司        8000-16000
2434:软件测试工程师（应届生也可以）        北京测试空间科技发展有限公司        6001-8000
2435:软件开发部经理        安诺优达基因科技(北京)有限公司        20000-30000
2436:软件技术支持工程师（应届毕业生）        北京可维创业科技有限公司        6001-8000
2437:软件销售经理        北京可维创业科技有限公司        6000-12000
2438:软件测试工程师        北京华夏电通科技有限公司        8000-15000
2439:软件测试实习生        上海海徽<b>软件</b>科技有限公司        6001-8000
2440:软件客户代表        北京世纪兆元科技有限公司        10001-15000
2441:软件销售        挚友诚达科技(北京)有限公司        6001-8000
2442:软件工程师        北京汇金科技有限责任公司        9000-13000
2443:软件测试助理工程师        北京测试空间科技发展有限公司        6001-8000
2444:软件工程师        北京远大创新科技有限公司        8000-12000
2445:软件工程师        北京亚太宏图信息科技有限公司        6001-8000
2446:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
2447:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
2448:软件销售工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中油奥特科技有限公司        7000-11000
